Recorder,Date,Month,Plant_ID,Quad1,Height_cm,Canopy_x_cm,Canopy_y_cm,Notes,,Quad2,,,,,,,,,,,,,,,,
BW,4/1/24,April,H1.EROCIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,H8.EROCIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,I2.EROCIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,J5.EROCIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,J8.EROCIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,A2.EROCIC.1,C,12.25,11,10,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,A4.EROCIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,B8.EROCIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,C6.EROCIC.1,CL,3.5,5,4,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,C7.EROCIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,D3.EROCIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,D5.EROCIC.1,BL,7.5,12.75,11,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,E2.EROCIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,E4.EROCIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,F2.EROCIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,F7.EROCIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,G4.EROCIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,H3.EROCIC.1,C,10.25,21,14,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,I3.EROCIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,J4.EROCIC.1,BR,4.75,12,30,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,J7.EROCIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,A1.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,B4.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,C3.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,C8.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,D1.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,E1.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,E3.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,F1.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,G6.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,G7.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,H2.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,H6.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,I5.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,I6.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,I8.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,J2.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,A6.ESCCAL.1,CL,1.75,1.75,1.5,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,A7.ESCCAL.1,TL,13,12.5,12.5,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,B3.ESCCAL.1,TR,NA,NA,NA,dead,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,B6.ESCCAL.1,CL,NA,NA,NA,dead,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,C2.ESCCAL.1,CB,4.25,3,2.5,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,D7.ESCCAL.1,BC,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,D8.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,E5.ESCCAL.1,BL,2,1,0.5,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,E6.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,F6.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,G3.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,H1.ESCCAL.1,BC,1.25,1,0.5,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,H8.ESCCAL.1,TR,NA,NA,NA,dead,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,I2.ESCCAL.1,C,NA,NA,NA,dead,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,J5.ESCCAL.1,BR,NA,NA,NA,dead,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,J8.ESCCAL.1,BL,4.5,2.5,4.75,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,A2.ESCCAL.1,C,14.5,8.5,2.5,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,A4.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,B8.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,C6.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,C7.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,D3.ESCCAL.1,TL,1,0.5,0.25,tp broken,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,D5.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,E2.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,E4.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,F2.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,F7.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,G4.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,H3.ESCCAL.1,CR,NA,NA,NA,dead,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,I3.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,J4.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,J7.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.A1.ESCCAL.1,C,10,37,34,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.B4.ESCCAL.1,C,23.5,51,55,in fl,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.C3.ESCCAL.1,BL,10.5,38,34,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.C8.ESCCAL.1,BL,12,45,37.5,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.D1.ESCCAL.1,TC,16.5,46,44,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.E1.ESCCAL.1,BR,NA,NA,NA,dead,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.E3.ESCCAL.1,C/TL,20,43,27,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.F1.ESCCAL.1,C,11,47,54,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.G6.ESCCAL.1,TR,22,42,37,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.G7.ESCCAL.1,C,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.H2.ESCCAL.1,BR,6,31,23,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.H6.ESCCAL.1,TR/CR,26,19.5,20,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.I5.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.I6.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.I8.ESCCAL.1,BR,17.5,46,47,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.J2.ESCCAL.1,BR,17,12,49,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.A6.ESCCAL.1,BR,66,99,109,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.A7.ESCCAL.1,C,100,116,106,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.B3.ESCCAL.1,LC,67,112,96,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.B6.ESCCAL.1,C,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.C2.ESCCAL.1,BL,41,87,56,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.D7.ESCCAL.1,TR,60,137,125,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.D8.ESCCAL.1,BL,57,131,64,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.E5.ESCCAL.1,TL,43,56,71,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.E6.ESCCAL.1,BR,NA,NA,NA,acc rem,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.F6.ESCCAL.1,BR,NA,NA,NA,acc rem,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.G3.ESCCAL.1,TR,NA,NA,NA,acc rem,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.H1.ESCCAL.1,C,39,95,86,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.H8.ESCCAL.1,TR,44,96,76,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.I2.ESCCAL.1,BR,59.5,132,114,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.J5.ESCCAL.1,CR,45,75,68,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.J8.ESCCAL.1,TL,69,100,79,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.A2.ESCCAL.1,CB,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.A4.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.B8.ESCCAL.1,TR,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.C6.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.C7.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.D3.ESCCAL.1,BR,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.D5.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.E2.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.E4.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.F2.ESCCAL.1,CB,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.F7.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.G4.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.H3.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.I3.ESCCAL.1,TL,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.J4.ESCCAL.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,23.J7.ESCCAL.1,BL,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,A1.GALPAR.1,CL,3.5,1.25,1,bud,,,,,,,,,,,,,,,,,,
BW,4/5/24,April,B4.GALPAR.1,C,3.25,1,1,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,C3.GALPAR.1,C,1.75,0.75,1,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,C8.GALPAR.1,TL,3.75,3,2.25,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,D1.GALPAR.1,C,3.25,4,2,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,E1.GALPAR.1,C,4,1.25,2.5,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,E3.GALPAR.1,TL,5.25,3.5,4.75,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,F1.GALPAR.1,TR,8.5,3,3.75,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,G6.GALPAR.1,BL,2.5,5.5,6,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,G7.GALPAR.1,TC,2.75,9,6.75,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,H2.GALPAR.1,BR,4,9.25,6.5,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,H6.GALPAR.1,BR,3.5,1,1,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,I5.GALPAR.1,BL,2.5,4,2,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,I6.GALPAR.1,C,5.25,6,4.25,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,I8.GALPAR.1,C,4.75,5.75,7.5,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,J2.GALPAR.1,CL,4,1,0.75,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,A3.GERDIS.1,BR/C,1.25,2.75,3.25,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,B1.GERDIS.1,CL,3,5.5,4.5,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,B7.GERDIS.1,C/CL,8.75,13.5,13.25,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,C4.GERDIS.1,CR,6.25,8.25,7.75,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,C5.GERDIS.1,CR,NA,NA,NA,Looks Dead :(,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,D2.GERDIS.1,CL,3.75,14,12.75,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,D6.GERDIS.1,C-CR,10.5,14.25,14.5,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,E8.GERDIS.1,TC,8.25,7,8.5,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,F3.GERDIS.1,BR,7.75,15.25,18,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,F8.GERDIS.1,BL,8.5,13.75,10.75,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,G1.GERDIS.1,BR,2.5,19.25,19,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,G8.GERDIS.1,TC/R,9.25,21,17.5,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,H5.GERDIS.1,BC,2.5,13.75,14.5,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,I1.GERDIS.1,T/CR,2.75,6.75,7.75,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,I4.GERDIS.1,C,4.5,14.75,14,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,J1.GERDIS.1,CR,5.25,13.5,13,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,A5.HOLVIR.1,CR,7,12.25,13,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,A8.HOLVIR.1-B2,BL,8,7.75,9,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,B2.HOLVIR.1,C,4,9.75,7,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,B5.HOLVIR.1,CL,6,8.5,9.25,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,C1.HOLVIR.1,BC,13.5,21,9,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,D4.HOLVIR.1,C,10.5,13.25,14,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,E7.HOLVIR.1-D4,CL,13,24,46,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,F4.HOLVIR.1-D4,C/TR,10,18.25,14.5,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,F5.HOLVIR.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,G2.HOLVIR.1,C,9.75,25,23.5,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,G5.HOLVIR.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,H4.HOLVIR.1,BR,6.75,18.25,17.5,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,H7.HOLVIR.1,CL,8.5,22.25,25.5,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,I7.HOLVIR.1,TL,6.25,18.75,16.5,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,J3.HOLVIR.1,C,7.75,7.25,6.25,,,,,,,,,,,,,,,,,,,
NJ,4/5/24,April,J6.HOLVIR.1,TR,7,23.5,20,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,A1.HYPGLA.1,CL,0.5,4.25,3.25,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,B4.HYPGLA.1,BC,NA,NA,NA,Died/could not find,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,C3.HYPGLA.1,BL,1.75,5.75,6.75,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,C8.HYPGLA.1,BR/C,1.5,11.5,9.5,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,D1.HYPGLA.1,CR,3.75,14.5,16.75,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,E1.HYPGLA.1,CB/R,5.5,15.75,13.3,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,E3.HYPGLA.1,BR,6.5,15,18.25,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,F1.HYPGLA.1,BL,1.75,4.75,4.75,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,G6.HYPGLA.1,BL,2.75,10,11.5,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,G7.HYPGLA.1,TC/R,2.25,14,12,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,H2.HYPGLA.1,BL,2,9,11,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,H6.HYPGLA.1,TR,2.25,9.5,10.25,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,I5.HYPGLA.1,T/RC,0,1.5,1,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,I6.HYPGLA.1,TR,0.25,4,4.25,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,I8.HYPGLA.1,BL,0.25,4.75,5,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,J2.HYPGLA.1,BL,1,8,7.75,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,A3.LUPBIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,B1.LUPBIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,B7.LUPBIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,C4.LUPBIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,C5.LUPBIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,D2.LUPBIC.1,CB,NA,NA,NA,Died,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,D6.LUPBIC.1,BR,6,5.75,6,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,E8.LUPBIC.1,TL,9,7.25,6.5,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,F3.LUPBIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,F8.LUPBIC.1,C/CL,8.25,4.75,8.75,Update location- C/CL,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,G1.LUPBIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,G8.LUPBIC.1,CR,6.5,4.25,3.75,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,H5.LUPBIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,I1.LUPBIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,I4.LUPBIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,J1.LUPBIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,A5.LUPBIC.1-A8,TC,NA,NA,NA,Could not find NF,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,A8.LUPBIC.1,CR,4.5,4.5,5.25,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,B2.LUPBIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,B5.LUPBIC.1,BC,NA,NA,NA,Died,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,C1.LUPBIC.1,BC,1.75,2.5,2.25,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,D4.LUPBIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,E7.LUPBIC.1,BR,6.75,10.25,8,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,F4.LUPBIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,F5.LUPBIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,G2.LUPBIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,G5.LUPBIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,H4.LUPBIC.1,C,7.5,6.75,6.25,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,H7.LUPBIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
OH,4/5/24,April,I7.LUPBIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,J3.LUPBIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,J6.LUPBIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,A2.LUPMIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,A4.LUPMIC.1,BC,NA,NA,NA,dead,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,B8.LUPMIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,C6.LUPMIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,C7.LUPMIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,D3.LUPMIC.1,TC,43.5,37,41,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,D5.LUPMIC.1,CR,25.5,23.75,23,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,E2.LUPMIC.1,BR,29,33,29,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,E4.LUPMIC.1-D3,TR,15.5,27,21,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,F2.LUPMIC.1,BR,15,21,17,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,F7.LUPMIC.1-D5,BL,17,20.5,20.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,G4.LUPMIC.1-D5,TL,22.5,28.5,24,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,H3.LUPMIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,I3.LUPMIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,J4.LUPMIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,J7.LUPMIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,A2.LUPSUC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,A4.LUPSUC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,B8.LUPSUC.1,C,5.5,8,3.75,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,C6.LUPSUC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,C7.LUPSUC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,D3.LUPSUC.1,CR,40,41,29,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,D5.LUPSUC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,E2.LUPSUC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,E4.LUPSUC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,F2.LUPSUC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,F7.LUPSUC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,G4.LUPSUC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,H3.LUPSUC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,I3.LUPSUC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,J4.LUPSUC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,J7.LUPSUC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
MR,4/3/24,April,A1.MADGRA.1,MR,5.5,11.5,10,,,,,,,,,,,,,,,,,,,
MR,4/3/24,April,B4.MADGRA.1,TR,4,11.5,11,,,,,,,,,,,,,,,,,,,
MR,4/3/24,April,C3.MADGRA.1,BR,4,7,5,"TP removed, new TP aded",,,,,,,,,,,,,,,,,,
MR,4/3/24,April,C8.MADGRA.1,MC,4.5,7.5,7,,,,,,,,,,,,,,,,,,,
MR,4/3/24,April,D1.MADGRA.1,TL,3,21,16,,,,,,,,,,,,,,,,,,,
MR,4/3/24,April,E1.MADGRA.1,BL,3.5,11.25,13,,,,,,,,,,,,,,,,,,,
MR,4/3/24,April,E3.MADGRA.1,MR,3,7.5,3.75,,,,,,,,,,,,,,,,,,,
MR,4/3/24,April,F1.MADGRA.1,TR,2.75,23.5,19.5,,,,,,,,,,,,,,,,,,,
MR,4/3/24,April,G6.MADGRA.1,MR,6.25,10,10,,,,,,,,,,,,,,,,,,,
MR,4/3/24,April,G7.MADGRA.1,TC,3.25,16,15,,,,,,,,,,,,,,,,,,,
MR,4/3/24,April,H2.MADGRA.1,TR,2.5,10,9.5,,,,,,,,,,,,,,,,,,,
